table_id	lang	group	entry	meta	record	locations	text
0x00514128	es	0x215635	0x5e0d74	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	[078] FOTOGRAFIAR FANTASMAS
0x00514128	es	0x215635	0x5e1b1e	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	<C=FF4040>Dispara contra todos los blancos<C=R> del centro de prisioneros de la Aldea los Despiertos.\n<C=FF4040>SOLO INDIVIDUAL<C=R>.\n  Límite de tiempo: 2:00\n  Bonificación de tiempo: De 3 a 7 seg por cada acierto\n  Número de objetivos: 16
0x00514128	es	0x215635	0x5e1b1f	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	<C=FF4040>Recupera todo el equipo arrebatado a Snake<C=R> al capturarlo y <C=FF4040>ábrete camino hasta el punto de destino<C=R>.\n<C=FF4040>SOLO SOLDADOS DE MSF<C=R>.\n  Límite de tiempo: 6:00\n  Número de objetivos: 5
0x00514128	es	0x215635	0x5e1b22	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	<C=FF4040>Haz una foto del comandante<C=R> de la unidad mercenaria enemiga en la base de Río del Jade.\nEl comandante va vestido igual que los otros soldados, <C=FF4040>pero no parece muy ocupado<C=R>.\n<C=FF4040>Si te descubren o matas a algún enemigo, la misión habrá fracasado. Si usas el sistema de rescate Fulton con el comandante, también fracasarás<C=R>.\n<C=FF4040>SOLO UN JUGADOR<C=R>.\n  Límite de tiempo: 5:00\n  Objetos necesarios: <C=FF4040>Cámara<C=R>\n  Número de objetivos: 1
0x00514128	es	0x215635	0x5e1b26	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	  Lugar de la misión: Bananal Fruta de Oro\n<C=FF4040>Neutraliza el vehículo blindado enemigo<C=R>.\nDestruye el vehículo o neutraliza a los soldados enemigos para completar la misión.
0x00514128	es	0x215635	0x5e4019	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	???
0x00514128	es	0x215635	0x5f0d74	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	[059] Fotografiar Fantasmas
0x00514128	es	0x215635	0x5f1b1e	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	<C=FF4040>Dispara contra todos los blancos<C=R> que hay en torno a las ruinas de Xochiquetzal.\n  Límite de tiempo: 1:00 (+ 3-7 s por cada acierto)\n  Número de objetivos: 20
0x00514128	es	0x215635	0x5f1b1f	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	<C=FF4040>Cubre al topo mientras huye<C=R> de sus captores en la base de la mina.\n<C=FF4040>Fracasarás si el topo muere.<C=R>
0x00514128	es	0x215635	0x5f1b22	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	ACERCA DE SBM104
0x00514128	es	0x215635	0x5f1b26	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	  Lugar de la misión: Bananal Fruta de Oro\n<C=FF4040>Neutraliza el vehículo blindado enemigo<C=R>.\nDestruye el vehículo o neutraliza a los soldados enemigos para completar la misión.
0x00514128	es	0x215635	0x600d74	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	[079] FOTOGRAFIAR FANTASMAS
0x00514128	es	0x215635	0x601b1e	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	Dispara contra todos los blancos de la vivienda de los mineros.\n<C=FF4040>SOLO UN JUGADOR<C=R>.\n  Límite de tiempo: 0:30\n  Bonificación de tiempo: De 3 a 7 seg por cada acierto\n  Número de objetivos: 20
0x00514128	es	0x215635	0x601b1f	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	ACERCA DE SBM085
0x00514128	es	0x215635	0x601b22	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	<C=FF4040>Haz una foto del comandante<C=R> de la unidad mercenaria enemiga en el pasadizo subterráneo de la base de la mina.\nEl comandante va vestido igual que los otros soldados, <C=FF4040>pero no parece muy ocupado<C=R>.\n<C=FF4040>Si te descubren o matas a algún enemigo, la misión habrá fracasado. Si usas el sistema de rescate Fulton con el comandante, también fracasarás<C=R>.\n<C=FF4040>SOLO UN JUGADOR<C=R>.\n  Límite de tiempo: 5:00\n  Objetos necesarios: <C=FF4040>Cámara<C=R>\n  Número de objetivos: 1
0x00514128	es	0x215635	0x601b26	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	  Lugar de la misión: Bananal Fruta de Oro\n<C=FF4040>Neutraliza el vehículo blindado enemigo<C=R>.\nDestruye el vehículo o neutraliza a los soldados enemigos para completar la misión.
0x00514128	es	0x215635	0x611b1e	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	<C=FF4040>Usa C4 para destruir el contenedor y hacerte con todos los objetos<C=R> del campo de prisioneros de la Aldea Los Despiertos.\n<C=FF4040>SOLO UN JUGADOR<C=R>.\n  Límite de tiempo: 5:00\n  Penalización de tiempo: 30 seg por provocar una alerta\n  Armas necesarias: <C=FF4040>cargas de C4<C=R>\n  Número de objetivos: 1 (número de contenedores)
0x00514128	es	0x215635	0x611b1f	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	Derrota a los mercenarios enemigos en el fuerte de la ladera del volcán Irazú, roba su equipo y ábrete camino hasta el punto de destino.\n  Límite de tiempo: 3:00\n  Número de objetivos: 1
0x00514128	es	0x215635	0x611b22	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	ACERCA DE SBM106
0x00514128	es	0x215635	0x611b26	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	  Lugar de la misión: Bananal Fruta de Oro\n<C=FF4040>Neutraliza el vehículo blindado enemigo<C=R>.\nDestruye el vehículo o neutraliza a los soldados enemigos para completar la misión.
0x00514128	es	0x215635	0x621b1e	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	<C=FF4040>Usa C4 para destruir el contenedor y hacerte con todos los objetos<C=R> del centro de suministros de Bosque del Alba.\n<C=FF4040>SOLO UN JUGADOR<C=R>.\n  Límite de tiempo: 5:00\n  Penalización de tiempo: 30 seg por provocar una alerta\n  Armas necesarias: <C=FF4040>cargas de C4<C=R>\n  Número de objetivos: 1 (número de contenedores)
0x00514128	es	0x215635	0x621b1f	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	Derrota a los mercenarios enemigos en la vivienda de los mineros, roba su equipo y ábrete camino hasta el punto de destino.\n  Límite de tiempo: 3:00\n  Número de objetivos: 1
0x00514128	es	0x215635	0x621b22	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	ACERCA DE SBM107
0x00514128	es	0x215635	0x621b26	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	  Lugar de la misión: Bananal Fruta de Oro\n<C=FF4040>Neutraliza el vehículo blindado enemigo<C=R>.\nDestruye el vehículo o neutraliza a los soldados enemigos para completar la misión.
0x00514128	es	0x215635	0x631b1e	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	<C=FF4040>Consigue todos los documentos secretos<C=R> y datos técnicos del enemigo situados en la zona del Cafetal Aroma Encantado.\n  Límite de tiempo: 15:00\n  Penalización de tiempo: 1 min por provocar una alerta\n  Número de objetivos: 6
0x00514128	es	0x215635	0x631b1f	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	Derrota a los mercenarios enemigos en el centro de suministros de Puerto del Alba, roba su equipo y ábrete camino hasta el punto de destino.\n  Límite de tiempo: 3:00\n  Número de objetivos: 1
0x00514128	es	0x215635	0x631b22	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	ACERCA DE SBM108
0x00514128	es	0x215635	0x631b26	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	  Lugar de la misión: Bananal Fruta de Oro\n<C=FF4040>Neutraliza el tanque enemigo<C=R>.\nDestruye el tanque o neutraliza a los soldados enemigos para completar la misión.
0x00514128	es	0x215635	0x641b1e	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	<C=FF4040>Consigue todos los documentos secretos<C=R> y datos técnicos del enemigo situados en el Bananal Fruta de Oro.\n  Límite de tiempo: 8:00\n  Penalización de tiempo: 1 min por provocar una alerta\n  Número de objetivos: 5
0x00514128	es	0x215635	0x641b1f	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	ACERCA DE SBM089
0x00514128	es	0x215635	0x641b22	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	ACERCA DE SBM109
0x00514128	es	0x215635	0x641b26	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	  Lugar de la misión: Bananal Fruta de Oro\n<C=FF4040>Neutraliza el tanque enemigo<C=R>.\nDestruye el tanque o neutraliza a los soldados enemigos para completar la misión.
0x00514128	es	0x215635	0x719ef3	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	Persigue el Tren de la Selva
0x00514128	es	0x215635	0x719ef7	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	Ve a la Base de la Mina
0x00514128	es	0x215635	0x719efb	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	Combate Contra Peace Walker 2
0x00514128	es	0x215635	0x75ac9e	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	El camión que lleva las cabezas nucleares fue visto por última vez cuando se dirigía hacia el volcán Irazú. El puente que hay al norte del campo de prisioneros es el único modo de llegar y una barricada te bloquea el camino. Destrúyela con C4.\n  Armas necesarias: <C=FF4040>cargas de C4<C=R>
0x00514128	es	0x215635	0x75aca1	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	Detén el arma enemiga Pupa.
0x00514128	es	0x215635	0x75aca2	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	El arma enemiga Cocoon bloquea la entrada a la base. Deshazte de ella.
0x00514128	es	0x215635	0x75aca5	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	Escapa de la cámara de tortura.\n<C=FF4040>SOLO SNAKE<C=R>.\n* En CO-OPS, la misión termina cuando muere\n   un jugador.
0x00514128	es	0x215635	0x75aca6	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	Zadornov ha vuelto a huir de Mother Base. Encuéntralo y tráelo de vuelta.
0x00514128	es	0x215635	0x75aca9	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	Ya te lo habrás figurado, Zadornov ha escapado de Mother Base una vez más. Encuéntralo y tráelo de vuelta.
0x00514128	es	0x215635	0x75acad	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	Paz se ha hecho con el control del Metal Gear ZEKE. Impide que lance el misil y recupera el ZEKE.
0x00514128	es	0x215635	0x75b11d	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	ACERCA DE M9000
0x00514128	es	0x215635	0x769efb	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	Combate Contra Peace Walker 3
0x00514128	es	0x215635	0x770d74	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	[066] Interceptar Misiles
0x00514128	es	0x215635	0x780d74	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	SBM071
0x00514128	es	0x215635	0x790d74	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	SBM072
0x00514128	es	0x215635	0x7a0d74	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	[036] Asalto
0x00514128	es	0x215635	0x7b0d74	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	[063] Misión Pooyan
0x00514128	es	0x215635	0x7b1b1e	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	<C=FF4040>Consigue todos los documentos secretos<C=R> y datos técnicos del enemigo situados en la vivienda de los mineros.\n  Límite de tiempo: 10:00\n  Penalización de tiempo: 1 min por provocar una alerta\n  Número de objetivos: 5
0x00514128	es	0x215635	0x7b1b1f	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	CUBRE AL PRISIONERO MIENTRAS HUYE DE LA BASE DE LA MINA.\n  LÍMITE DE TIEMPO: \n  ARMAS NECESARIAS: \n  OBJETOS NECESARIOS: \n  NÚMERO DE OBJETIVOS: 1
0x00514128	es	0x215635	0x7b1b22	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	ACERCA DE SBM110
0x00514128	es	0x215635	0x7b1b26	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	  Lugar de la misión: Bananal Fruta de Oro\n<C=FF4040>Neutraliza el tanque enemigo<C=R>.\nDestruye el tanque o neutraliza a los soldados enemigos para completar la misión.
0x00514128	es	0x215635	0x7c0d74	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	[065] Misión Pooyan
0x00514128	es	0x215635	0x7c1b1e	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	<C=FF4040>Recupera todos los objetos<C=R> de la zona del Cafetal Aroma Encantado. <C=FF4040>Cuidado con los fantasmas<C=R>.\n<C=FF4040>No se permiten objetos de recuperación de vida<C=R>.\n  Límite de tiempo: 14:00\n  Penalización de tiempo: 1 min por provocar una alerta\n  Número de objetivos: 6
0x00514128	es	0x215635	0x7c1b1f	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	ACERCA DE SBM091
0x00514128	es	0x215635	0x7c1b22	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	ACERCA DE SBM111
0x00514128	es	0x215635	0x7c1b26	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	  Lugar de la misión: Bananal Fruta de Oro\n<C=FF4040>Neutraliza el tanque enemigo<C=R>.\nDestruye el tanque o neutraliza a los soldados enemigos para completar la misión.
0x00514128	es	0x215635	0x7d0d74	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	[064] Misión Pooyan
0x00514128	es	0x215635	0x7d1b1e	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	<C=FF4040>Recupera todos los objetos<C=R> de la zona indicada del bosque nuboso de Heredia Centro. <C=FF4040>Cuidado con los fantasmas<C=R>.\n<C=FF4040>No se permiten objetos de recuperación de vida<C=R>.\n  Límite de tiempo: 12:00\n  Penalización de tiempo: 1 min por provocar una alerta\n  Número de objetivos: 5
0x00514128	es	0x215635	0x7d1b1f	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	ACERCA DE SBM092
0x00514128	es	0x215635	0x7d1b22	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	<C=FF4040>Neutraliza a todos los mercenarios enemigos<C=R> en el bosque nuboso de Heredia Centro. Los métodos no letales como dejar inconscientes a los enemigos o dormirlos son aceptables.\n  Límite de tiempo: 16:00\n  Número de objetivos: 8\n
0x00514128	es	0x215635	0x7d1b26	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	  Lugar de la misión: Bananal Fruta de Oro\n<C=FF4040>Neutraliza el tanque enemigo<C=R>.\nDestruye el tanque o neutraliza a los soldados enemigos para completar la misión.
0x00514128	es	0x215635	0x7e0d74	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	[053] Huida
0x00514128	es	0x215635	0x7e1b1e	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	<C=FF4040>Recupera todos los objetos<C=R> de la vivienda de los mineros. <C=FF4040>Cuidado con los fantasmas<C=R>.\n<C=FF4040>No se permiten objetos de recuperación de vida<C=R>.\n  Límite de tiempo: 12:00\n  Penalización de tiempo: 1 min por provocar una alerta\n  Número de objetivos: 4
0x00514128	es	0x215635	0x7e1b1f	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	Atraviesa el centro de suministros de Puerto del Alba y <C=FF4040>llega al punto de destino sin que te vean y sin matar a nadie<C=R>.\n<C=FF4040>Si te descubren o matas a algún enemigo, la misión habrá fracasado<C=R>.
0x00514128	es	0x215635	0x7e1b22	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	<C=FF4040>Dispara contra todos los objetivos<C=R> de la puerta trasera de la base de misiles estadounidense de Nicaragua.\n<C=FF4040>SOLO UN JUGADOR<C=R>.\n  Límite de tiempo: 1:00\n  Bonificación de tiempo: De 3 a 7 seg por cada acierto\n  Número de objetivos: 32
0x00514128	es	0x215635	0x7e1b26	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	  Lugar de la misión: Bananal Fruta de Oro\n<C=FF4040>Neutraliza el tanque enemigo<C=R>.\nDestruye el tanque o neutraliza a los soldados enemigos para completar la misión.
0x00514128	es	0x215635	0x7f0d74	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	SBM078
0x00514128	es	0x215635	0x7f1b1e	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	<C=FF4040>Desactiva todas las trampas<C=R> de la zona indicada del bosque nuboso de Heredia Centro.\n<C=FF4040>Si una trampa se dispara, la misión habrá fracasado<C=R>.\n<C=FF4040>SOLO UN JUGADOR<C=R>.\n  Límite de tiempo: 5:00\n  Bonificación de tiempo: +10 seg por cada claymore\n    desactivada\n  Número de objetivos: 8
0x00514128	es	0x215635	0x7f1b1f	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	Atraviesa los pantanos de Limón Oriental y <C=FF4040>llega al punto de destino sin que te vean y sin matar a nadie<C=R>.\n<C=FF4040>Si te descubren o matas a algún enemigo, la misión habrá fracasado<C=R>.
0x00514128	es	0x215635	0x7f1b22	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	Misión Pooyan: base de misiles estadounidense, tejado\n<C=FF4040>Derriba los globos de rescate Fulton para evitar que secuestren a los soldados.<C=R>\n<C=FF4040>Si secuestran a 3 soldados, habrás fracasado.<C=R>\nGana puntos de bonificación por evitar que roben suministros.\n  Número de objetivos: 32
0x00514128	es	0x215635	0x7f1b26	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	  Lugar de la misión: Bananal Fruta de Oro\n<C=FF4040>Neutraliza el tanque enemigo<C=R>.\nDestruye el tanque o neutraliza a los soldados enemigos para completar la misión.
0x00514128	es	0x215635	0x800d74	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	SBM079
0x00514128	es	0x215635	0x801b1e	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	<C=FF4040>Desactiva todas las tramas<C=R> de la base enemiga de Río del Jade.\n<C=FF4040>Si una trampa se dispara, la misión habrá fracasado<C=R>.\n<C=FF4040>SOLO UN JUGADOR<C=R>.\n  Límite de tiempo: 4:00\n  Bonificación de tiempo: +10 seg por cada claymore\n    desactivada\n  Número de objetivos: 8
0x00514128	es	0x215635	0x801b1f	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	Atraviesa el bosque seco tropical del volcán Irazú y <C=FF4040>llega al punto de destino sin que te vean y sin matar a nadie<C=R>.\n<C=FF4040>Si te descubren o matas a algún enemigo, la misión habrá fracasado<C=R>.
0x00514128	es	0x215635	0x801b22	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	ACERCA DE SBM115
0x00514128	es	0x215635	0x801b26	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	  Lugar de la misión: Bananal Fruta de Oro\n<C=FF4040>Neutraliza el tanque enemigo<C=R>.\nDestruye el tanque o neutraliza a los soldados enemigos para completar la misión.
0x00514128	es	0x215635	0x811b1e	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	<C=FF4040>Recupera los objetos<C=R> de las ruinas de Xochiquetzal, en el bosque nuboso de Heredia Centro.  <C=FF4040>Cuidado con los fantasmas.<C=R>\n<C=FF4040>No se permiten objetos de recuperación de vida.<C=R>\n  Límite de tiempo: 3:00 (30 s de penalización por provocar una alerta)\n  Número de objetivos: 3
0x00514128	es	0x215635	0x811b1f	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	Atraviesa la zona indicada del bosque nuboso de Heredia Centro y <C=FF4040>llega al punto de destino sin que te vean y sin matar a nadie<C=R>.\n<C=FF4040>Si te descubren o matas a algún enemigo, la misión habrá fracasado<C=R>.
0x00514128	es	0x215635	0x811b22	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	ACERCA DE SBM116
0x00514128	es	0x215635	0x811b26	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	  Lugar de la misión: Bananal Fruta de Oro\n<C=FF4040>Neutraliza el helicóptero enemigo<C=R>.\nDestruye el helicóptero o neutraliza a los soldados enemigos para completar la misión.
0x00514128	es	0x215635	0x821b1e	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	Snake ha dejado inconsciente a un soldado con radio en el centro de suministros de Puerto del Alba. <C=FF4040>Usa el sistema de rescate Fulton para recuperarlo<C=R>.\n<C=FF4040>Si matas al soldado, la misión habrá fracasado<C=R>.\n<C=FF4040>SOLO SOLDADOS DE MSF<C=R>.\n<C=FF4040>SOLO UN JUGADOR<C=R>.\n  Límite de tiempo: 3:00 (antes de que el soldado se\n    despierte)\n  Penalización de tiempo: 30 seg por provocar una alerta\n  Objetos necesarios: <C=FF4040>dispositivo de rescate Fulton<C=R> \n  Número de objetivos: 1
0x00514128	es	0x215635	0x821b1f	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	Atraviesa la zona indicada de la base de la mina y <C=FF4040>llega al punto de destino sin que te vean y sin matar a nadie<C=R>.\n<C=FF4040>Si te descubren o matas a algún enemigo, la misión habrá fracasado<C=R>.
0x00514128	es	0x215635	0x821b22	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	<C=FF4040>Detén a los refuerzos enemigos<C=R> que entran por el paso inferior de la base de misiles estadounidense de Nicaragua.\n<C=FF4040>Solo soldados de MSF<C=R>\n  Número de objetivos: 20 (soldados)
0x00514128	es	0x215635	0x821b26	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	  Lugar de la misión: Bananal Fruta de Oro\n<C=FF4040>Neutraliza el helicóptero enemigo<C=R>.\nDestruye el helicóptero o neutraliza a los soldados enemigos para completar la misión.
0x00514128	es	0x215635	0x831b1e	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	<C=FF4040>Usa el sistema Fulton para raptar a todos los soldados enemigos<C=R> de la base enemiga de Río del Jade.\n<C=FF4040>Si matas a algún soldado, la misión habrá fracasado<C=R>.\n  Límite de tiempo: 6:00\n  Penalización de tiempo: 1 min por provocar una alerta\n  Objetos necesarios: <C=FF4040>dispositivo de rescate Fulton<C=R>\n  Número de objetivos: 4
0x00514128	es	0x215635	0x831b1f	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	Atraviesa la base de misiles estadounidense de Nicaragua y <C=FF4040>llega al punto de destino sin que te vean y sin matar a nadie<C=R>.\n<C=FF4040>Si te descubren o matas a algún enemigo, la misión habrá fracasado<C=R>.
0x00514128	es	0x215635	0x831b22	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	<C=FF4040>Defiende tu base<C=R> en el helipuerto de la base de misiles estadounidense de Nicaragua del asalto enemigo.\nSi los soldados enemigos están en una base durante un cierto período de tiempo, la habrán capturado.\nLas bases cambian de color al capturarlas.\n<C=FF4040>Si el enemigo captura todas las bases, la misión habrá fracasado<C=R>.\n<C=FF4040>SOLO SOLDADOS DE MSF<C=R>.\n  Número de objetivos: 15 (soldados)
0x00514128	es	0x215635	0x831b26	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	  Lugar de la misión: Bananal Fruta de Oro\n<C=FF4040>Neutraliza el helicóptero enemigo<C=R>.\nDestruye el helicóptero o neutraliza a los soldados enemigos para completar la misión.
0x00514128	es	0x215635	0x841b1e	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	<C=FF4040>Usa el sistema Fulton para rescatar a los prisioneros del FSLN<C=R> que se encuentran en la zona de Los Cantos, en Irazú, más allá del puente colgante.\n  Límite de tiempo: 15:00 (antes de que muevan al\n    prisionero)\n  Penalización de tiempo: 1 min por provocar una alerta\n  Objetos necesarios: <C=FF4040>dispositivo de rescate Fulton<C=R>\n  Número de objetivos: 1
0x00514128	es	0x215635	0x841b1f	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	ACERCA DE SBM099
0x00514128	es	0x215635	0x841b22	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	ACERCA DE SBM119
0x00514128	es	0x215635	0x841b26	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	  Lugar de la misión: Bananal Fruta de Oro\n<C=FF4040>Neutraliza el helicóptero enemigo<C=R>.\nDestruye el helicóptero o neutraliza a los soldados enemigos para completar la misión.
0x00514128	es	0x215635	0x86e689	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	???
0x00514128	es	0x215635	0x88a028	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	[120] METAL GEAR ZEKE: COMBATE REAL
0x00514128	es	0x215635	0x919ef3	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	Combate Contra un Tanque: T-72U
0x00514128	es	0x215635	0x919ef7	0x0402	29	29:0x5d95b370;35:0x5d95b370;41:0x5d95b370;71:0x5d95b370	Elimina a los Guardias
