location	bytes	magic	text_runs	samples
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry148@0x4cf000	32768	53503a01	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry149@0x4d7000	18432	53503b01	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry150@0x4db800	32768	53503c01	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry151@0x4e3800	28672	53503d01	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry152@0x4ea800	28672	53503e01	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry153@0x4f1800	20480	53503f01	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry154@0x4f6800	24576	53504001	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry155@0x4fc800	20480	53504101	1	encoded_by=Pro Tools!
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry156@0x501800	36864	53504301	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry157@0x50a800	24576	53504401	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry158@0x510800	34816	53504501	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry159@0x519000	172032	53507301	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry160@0x543000	32768	53504d01	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry161@0x54b000	30720	53504e01	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry162@0x552800	98304	53504f01	1	encoded_by=Pro Tools!
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry163@0x56a800	40960	53505001	1	encoded_by=Pro Tools!
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry164@0x574800	32768	53505101	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry165@0x57c800	79872	53505201	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry166@0x590000	59392	53505301	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry167@0x59e800	40960	53505401	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry168@0x5a8800	55296	53505501	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry169@0x5b6000	36864	53505601	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry170@0x5bf000	86016	53505701	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry171@0x5d4000	16384	53505801	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry172@0x5d8000	20480	53505901	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry173@0x5dd000	26624	53505a01	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry174@0x5e3800	36864	53505b01	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry175@0x5ec800	24576	53505c01	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry176@0x5f2800	24576	53505d01	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry177@0x5f8800	24576	53505e01	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry178@0x5fe800	14336	53505f01	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry179@0x602000	26624	53506001	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry180@0x608800	20480	53506101	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry181@0x60d800	28672	53506201	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry182@0x614800	20480	53506301	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry183@0x619800	40960	53506401	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry184@0x623800	36864	53506501	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry185@0x62c800	22528	53506601	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry186@0x632000	22528	53506701	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry187@0x637800	28672	53506801	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry188@0x63e800	32768	53506901	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry189@0x646800	47104	53506a01	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry190@0x652000	30720	53506b01	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry191@0x659800	28672	53506c01	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry192@0x660800	26624	53506d01	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry193@0x667000	26624	53506e01	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry194@0x66d800	12288	53506f01	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry195@0x670800	38912	53507001	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry196@0x67a000	24576	53507101	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry197@0x680000	26624	53507201	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry198@0x686800	51200	53505302	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry199@0x693000	36864	53505402	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry200@0x69c000	32768	53505502	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry201@0x6a4000	28672	53505602	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry202@0x6ab000	43008	53505702	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry203@0x6b5800	26624	53505802	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry204@0x6bc000	24576	53505902	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry205@0x6c2000	45056	53505a02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry206@0x6cd000	45056	53505b02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry207@0x6d8000	34816	53505c02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry208@0x6e0800	61440	53505d02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry209@0x6ef800	45056	53505e02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry210@0x6fa800	34816	53505f02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry211@0x703000	32768	53506002	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry212@0x70b000	38912	53506102	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry213@0x714800	32768	53506202	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry214@0x71c800	34816	53506302	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry215@0x725000	28672	53506402	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry216@0x72c000	32768	53506502	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry217@0x734000	40960	53506602	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry218@0x73e000	36864	53506702	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry219@0x747000	49152	53506802	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry220@0x753000	32768	53506902	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry221@0x75b000	26624	53506a02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry222@0x761800	32768	53506b02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry223@0x769800	43008	53506c02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry224@0x774000	34816	53506d02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry225@0x77c800	43008	53506e02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry226@0x787000	40960	53506f02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry227@0x791000	24576	53507002	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry228@0x797000	28672	53507102	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry229@0x79e000	47104	53507202	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry230@0x7a9800	45056	53507302	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry231@0x7b4800	26624	53507402	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry232@0x7bb000	24576	53507502	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry233@0x7c1000	22528	53507602	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry234@0x7c6800	34816	53507702	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry235@0x7cf000	30720	53507802	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry236@0x7d6800	22528	53507902	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry237@0x7dc000	20480	53507a02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry238@0x7e1000	24576	53507b02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry239@0x7e7000	53248	53507c02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry240@0x7f4000	34816	53507d02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry241@0x7fc800	20480	53507e02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry242@0x801800	26624	53507f02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry243@0x808000	30720	53508002	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry244@0x80f800	28672	53508102	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry245@0x816800	30720	53508202	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry246@0x81e000	36864	53508302	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry247@0x827000	6144	53508402	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry248@0x828800	32768	53508502	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry249@0x830800	26624	53508602	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry250@0x837000	24576	53508702	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry251@0x83d000	28672	53508802	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry252@0x844000	22528	53508902	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry253@0x849800	36864	53508a02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry254@0x852800	26624	53508b02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry255@0x859000	36864	53508c02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry256@0x862000	38912	53508d02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry257@0x86b800	24576	53508e02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry258@0x871800	30720	53508f02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry259@0x879000	24576	53509002	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry260@0x87f000	32768	53509102	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry261@0x887000	28672	53509202	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry262@0x88e000	26624	53509302	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry263@0x894800	22528	53509402	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry264@0x89a000	28672	53509502	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry265@0x8a1000	24576	53509602	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry266@0x8a7000	32768	53509702	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry267@0x8af000	22528	53509802	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry268@0x8b4800	53248	53509902	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry269@0x8c1800	51200	53509a02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry270@0x8ce000	59392	53509b02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry271@0x8dc800	22528	53509c02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry272@0x8e2000	18432	53509d02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry273@0x8e6800	49152	53509e02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry274@0x8f2800	36864	53509f02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry275@0x8fb800	30720	5350a002	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry276@0x903000	32768	5350a102	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry277@0x90b000	28672	5350a202	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry278@0x912000	22528	5350a302	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry279@0x917800	26624	5350a402	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry280@0x91e000	28672	5350a502	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry281@0x925000	34816	5350a602	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry282@0x92d800	45056	5350a702	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry283@0x938800	45056	5350a802	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry284@0x943800	28672	5350a902	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry285@0x94a800	22528	5350aa02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry286@0x950000	26624	5350ab02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry287@0x956800	40960	5350ac02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry288@0x960800	61440	5350ad02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry289@0x96f800	53248	5350ae02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry290@0x97c800	47104	5350af02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry291@0x988000	51200	5350b002	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry292@0x994800	24576	5350b102	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry293@0x99a800	61440	5350b202	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry294@0x9a9800	30720	5350b302	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry295@0x9b1000	51200	5350b402	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry296@0x9bd800	63488	5350b502	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry297@0x9cd000	47104	5350b602	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry298@0x9d8800	32768	5350b702	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry299@0x9e0800	63488	5350b802	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry300@0x9f0000	36864	5350b902	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry301@0x9f9000	26624	5350ba02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry302@0x9ff800	36864	5350bb02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry303@0xa08800	24576	5350bc02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry304@0xa0e800	36864	5350bd02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry305@0xa17800	38912	5350be02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry306@0xa21000	36864	5350bf02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry307@0xa2a000	30720	5350c002	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry308@0xa31800	49152	5350c102	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry309@0xa3d800	14336	5350c202	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry310@0xa41000	16384	5350c302	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry311@0xa45000	22528	5350c402	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry312@0xa4a800	16384	5350c502	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry313@0xa4e800	34816	5350c602	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry314@0xa57000	34816	5350c702	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry315@0xa5f800	36864	5350c802	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry316@0xa68800	45056	5350c902	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry317@0xa73800	36864	5350ca02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry318@0xa7c800	30720	5350cb02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry319@0xa84000	30720	5350cc02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry320@0xa8b800	34816	5350cd02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry321@0xa94000	28672	5350ce02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry322@0xa9b000	16384	5350cf02	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry323@0xa9f000	26624	5350d002	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry324@0xaa5800	24576	5350d102	0	
