count_mid	count_all	term	groups
1	1	Britain	codec
1	1	Buddhist	codec
1	1	Bull Barrel	slot
1	2	Burnt Ration	slot
1	1	C'est	slot
1	2	C3	codec
1	2	C96	slot
1	2	CALL	slot
1	1	CANYON	slot
1	2	CARGO TRUCK DEMOLITION	slot
1	2	CAW	slot
1	1	CEP	slot
1	2	CG	slot
1	1	CHOCO	slot
1	1	CIA and the	codec
1	1	CIA and the KGB	codec
1	1	CIA the	codec
1	2	CIPHER	codec
1	1	CLEAN	slot
1	1	CO-OP Out	slot
1	2	CO-OPS INFO	slot
1	1	CO-OPS Play Count and	slot
1	2	CO-OPS and VS	slot
1	1	CO-OPS for	codec
1	1	CODEC	slot
1	2	COL	slot
1	1	COLOMBIA	slot
1	2	COMRADE'S ALLIES	olang
1	1	CONF	olang
1	1	COOPS_CANCEL	olang
1	1	COSTA RICA	slot
1	1	CPR in the	codec
1	1	CQC-thrown	slot
1	1	CROSS BATTLE	slot
1	1	CRRRRRAZY	slot
1	1	CS	codec
1	1	CT	slot
1	1	Canned Soft Drinks	slot
1	8	Cannot	slot
1	1	Cape Canaveral in the	codec
1	4	Cardboard Box Tank	slot
1	1	Cargo Truck Demolition	slot
1	1	Caribbean Coast of Costa Rica	slot
1	1	Caribe	slot
1	1	Carnival	codec
1	1	Cartago	codec
1	4	Catarata de la Muerte	slot
1	1	Catarata de la Muerte in the Cloud Forest in Central Heredia	slot
1	1	Catherine	codec
1	1	Cathrine Taber	slot
1	1	Cecile's the	codec
1	1	Central America's	slot
1	1	Central American	slot
1	1	Central American Court of Justice	codec
1	1	Central Heredia and	slot
1	1	Central Security Service	slot
1	2	Chaff Grenade	slot
1	1	Champs-	codec
1	2	Chance of	slot
1	3	Change Rank	olang
1	1	Che Guevara the	codec
1	1	Che Guevara's	codec
1	1	Che and	codec
1	4	Che's	codec
1	1	Cherbourg	codec
1	1	Cheyenne Mountain	codec
1	1	Chico and	slot
1	3	Chico's	codec
1	1	Chicolibri	slot
1	1	Chile	slot
1	2	Choco Chip	slot
1	1	Chokehold	slot
1	1	Christopher Randolph	slot
1	2	Chrysalis Custom	slot
1	2	Chrysalis Type II	slot
1	1	Chrysalis UAV and	slot
1	1	Chrysalis's	slot
1	2	Claymore	slot
1	1	Claymores	codec
1	1	Clearing Escape	slot
1	1	Close-range Attacks	slot
1	1	Cloud	slot
1	1	Cloud Forest in	slot
1	1	Cloud Forest in Central Heredia	slot
1	1	Cloud Forest of Central Heredia and	slot
1	1	Co-Op	codec
1	2	Cocoon Custom	slot
1	2	Cocoon Type II	slot
1	1	Cocoon's	codec
1	1	Cologne	slot
1	1	Colombia MSF's	slot
1	1	Colombia and Bolivia	codec
1	1	Colombia in the	slot
1	1	Comandante	slot
1	1	Combat Pistol	slot
1	1	Combat Sambo and I'm	slot
1	1	Combat Units	slot
1	1	Comm Tower Monitoring Room	slot
1	1	Commander Miller	slot
1	1	Commander Somoza's	codec
1	2	Commando	slot
1	1	Commie	slot
1	1	Communist	codec
1	1	Communists in the	slot
1	1	Company	slot
1	3	Complete	slot
1	1	Compliments	slot
1	1	Composition	codec
1	1	Concepci	codec
1	1	Congo River	codec
1	1	Congress	slot
1	1	Control Tower Top Floor	slot
1	1	Controls Menu	slot
1	2	Conversion	slot
1	2	Cookbook	slot
1	1	Cosima Francesca Gaetana Wagner	codec
1	1	Costa Rica I	slot
1	1	Costa Rica and	slot
1	1	Costa Rica in the	codec
1	1	Costa Rica's Caribbean	codec
1	1	Costa Rica's University for Peace	slot
1	1	Costa Rican Civil Guard	codec
1	1	Costa Rican and Nicaraguan	codec
1	1	Crater of Iraz	slot
1	1	Crater of Volc	slot
1	4	Crouch	slot
1	1	Crystal Palace	slot
1	2	Cuban	codec
1	1	Cuban Missile Crisis and the Vietnam War	codec
1	2	Curry	slot
1	1	Custom Life Remaining	slot
1	1	D Lab	slot
1	1	D Team Skills	slot
1	1	DATA INSTALL	slot
1	1	DATA MANAGEMENT	slot
1	2	DATABASE	slot
1	2	DEAD MAN'S TREASURE	slot
1	2	DEFEND KEY SUPPLIES	slot
1	5	DELIVERY	slot
1	1	DEW Line	codec
1	1	DING	codec
1	3	DISCARD	slot
1	1	DOWNLOAD	slot
1	2	DSP	codec
1	1	DUMMY	slot
1	1	Da Nang	slot
1	1	Damocles	codec
1	1	Date and Time Settings	slot
1	1	David Hayter	slot
1	1	Davy Crockett	slot
1	1	Davy Crockett and	slot
1	1	De Gaulle	codec
1	2	Decoy	slot
1	1	Decreases	slot
1	7	Defeat	slot
1	1	Defeating	slot
1	1	Defend the POW	slot
1	2	Defense	slot
1	1	Defense Intelligence Agency	slot
1	1	Delivery Service	slot
1	1	Depression	codec
1	2	Desert Auscam	slot
1	10	Destroy the	slot
1	1	Destroyed	slot
1	1	Development Corporation of Costa Rica	slot
1	1	Dieu	slot
1	1	Director's	slot
1	2	Disabled	slot
1	3	Discharged	slot
1	1	Discord	olang
1	5	Doc	codec
1	7	Doctor	slot
1	1	Donna Burke	slot
1	1	Douglas Trumbull	codec
1	2	ELIMINATE ENEMY SOLDIERS	slot
1	5	EM	slot
1	1	EMP	slot
1	1	ENTRANCE	slot
1	1	ERA	slot
1	1	ESEARCH	codec
1	1	ET GRANT ALBRECHT	slot
1	1	EVERYBODY	slot
1	1	EXTRA_PLAY_STOP	olang
1	3	Earn	slot
1	1	Earnings	slot
1	1	Earth and	codec
1	1	Earth in	codec
1	1	Earth in UFOs	codec
1	1	Earth's	codec
1	1	Easily	slot
1	1	Eastern	slot
1	1	Eastern Bloc	slot
1	1	Eastern Heredia	slot
1	7	Edit	slot
1	1	Effectiveness of	slot
1	1	El Cadalso Neutralize the	slot
1	4	El Cenagal	slot
1	8	El Cenegal	slot
1	1	El Che and Fidel	codec
1	1	El Salvador and Honduras	codec
1	2	Electromagnetic Net	slot
1	1	Elephant Beetle	slot
1	3	Eliminate	slot
1	1	Eliminate the Kidnappers	slot
1	1	Elysium	codec
1	2	Enabled	slot
1	1	Enemy Base	slot
1	1	England	codec
1	1	Enigma	codec
1	4	Enough	slot
1	1	Entrance	slot
1	1	Equator	codec
1	6	Error	slot
1	2	Escort Soldier	slot
1	1	Evade the	slot
1	1	Exhibit A in G	codec
1	1	Exit the Kill House	slot
1	1	Exit the Shooting Range	slot
1	1	FANTASTIC	slot
1	1	FARM	slot
1	1	FOOD in the	slot
1	1	FR	slot
1	1	FRI	slot
1	2	FRIEND'S FRIENDS	slot
1	1	FSLN POW	slot
1	1	FSLN POWs	slot
1	1	Facebook	olang
1	1	False Data	slot
1	1	Famitsu Wave DVD	slot
1	2	Fast	slot
1	1	Female POW	slot
1	2	Fidel	codec
1	4	Fight	slot
1	1	Finale	slot
1	1	Finland	codec
1	1	First Person View	olang
1	3	Food	slot
1	1	Force	slot
1	3	Foreign Legion	codec
1	2	Fox	slot
1	1	France and	codec
1	1	France the	codec
1	1	French Revolution	codec
1	1	Frente Sandinista de Liberaci	slot
1	1	Friday	slot
1	1	Fuerte La Ladera in Volc	slot
1	1	Fuerte la Ladera in Volc	slot
1	1	Fulton Recovery Balloons	slot
1	1	G-force	codec
1	1	GAME DESIGN	slot
1	1	GAUGE	slot
1	1	GC	codec
1	1	GNP	slot
1	1	GPP	codec
1	1	Gagarin's	codec
1	1	Gairy	codec
1	1	Gallows	codec
1	1	Gauge Shotshell	slot
1	1	Gaulle	codec
1	1	Gear REX Strikes Back	slot
1	1	Gear Rex	slot
1	2	Gear Rex's	slot
1	1	General Juan Peron	codec
1	1	General Sandino's	codec
1	1	German Army	slot
1	1	Germans'	codec
1	3	Ghost Photography	slot
1	1	Ghost in the Machine	codec
1	1	Gilbert Ryle	codec
1	24	Give	slot
1	1	Great Destroyer	slot
1	1	Green Berets	codec
1	1	Grey DeLisle	slot
1	1	Groznjy Grad	slot
1	2	Groznyj Grad	slot
1	2	Guard	slot
1	1	Guatemala for	codec
1	1	Guayabo	codec
1	1	Guerilla Warfare	slot
1	1	Guerra Popular Prolongada	codec
1	1	Guerrillas'	slot
1	1	Gun Platform	slot
1	1	HALO	codec
1	1	HC	slot
1	2	HEAT	slot
1	1	HUMINT	codec
1	1	Haitian	codec
1	3	Hand-to-Hand Attack Button	slot
1	1	Hand-to-hand Action Button	slot
1	1	Handgun	slot
1	5	Handguns	slot
1	2	Hangar	slot
1	1	Hasta la	slot
1	1	Heliport of the U	slot
1	3	Hell	slot
1	1	High Capacity	slot
1	2	Hobby Magazine	slot
1	1	Hot Coldman	slot
1	1	Huey and	slot
1	1	Huey-style	codec
1	1	Human Slingshot	slot
1	1	Hunt	slot
1	1	Hush Puppy	slot
1	1	I DO	slot
1	1	I HATE	slot
1	1	I the	codec
1	1	I'm B	slot
1	1	I'm Pap	slot
1	1	I'm Trenya	slot
1	1	I'm in	slot
1	3	I'm the	slot
1	1	ICBMs	slot
1	4	ID Card	slot
1	1	IDs	codec
1	1	INFO_HELP_MODEL_VIEW01	olang
1	1	INFO_HELP_MODEL_VIEW02	olang
1	1	INFO_WAIT_CLIENT_INVITE	olang
1	1	INFO_WAIT_CLIENT_PARTY	olang
1	2	INSERT	slot
1	1	INVESTIGATE THE SUPPLY FACILITY	slot
1	3	INVITE	olang
1	1	IRBM	codec
1	1	IRBMs	codec
1	2	ITEM RUNNER	slot
1	1	ITEMS NEEDED	slot
1	8	If the	slot
1	1	Immanuel Kant	codec
1	1	In Pursuit	slot
1	1	India	slot
1	2	Infinity Bandana	slot
1	1	Inside the Lab	slot
1	1	Interrogation	slot
1	1	Iron Curtain	slot
1	6	Item	slot
1	1	Items Shared	slot
1	1	JAPANESE VOICE	slot
1	1	JUNCTION	slot
1	1	Jade Base	slot
1	1	Jade River	codec
1	1	Japanese Self-Defense Force	codec
1	1	Japanese and C	codec
1	1	Japanese for	slot
1	1	Japon	codec
1	1	Jes	codec
1	1	Joan of Arc	slot
1	2	John	slot
1	1	John Doe	codec
1	1	John F	codec
1	1	John the Baptist in	codec
1	1	Johnny	slot
1	1	July	codec
1	47	Just	slot
1	1	KEYCAN	olang
1	1	KEYDEC	olang
1	1	KG	slot
1	2	KGB Agent	slot
1	1	KGB and	codec
1	1	KGB and the CIA	slot
1	1	KGB for	codec
1	1	KGB's	codec
1	1	Kamakura Shogunate	codec
1	1	Kaz's	codec
1	2	Kennedy	codec
1	2	Kill House	codec
1	1	Killing the	slot
1	7	Kojima	codec
1	1	Kongamato and the Olitiau	codec
1	1	Korea	codec
1	1	Korean War	codec
1	2	Kotodama	codec
1	1	Krasnogorje	codec
1	1	Kremlin's	slot
1	1	L and R	slot
1	1	L1	olang
1	1	LAN	slot
1	1	LAN Access Points	slot
1	1	LAV	slot
1	1	LAV-TYPE G	slot
1	2	LAV-Type C Custom	slot
1	1	LAV-Type G Encounter	slot
1	1	LB	slot
1	2	LCD	slot
1	1	LEFT	slot
1	1	LIFE Gauge	codec
1	1	LOGO	slot
1	1	La Fortaleza de la Inmaculada Concepci	codec
1	2	La Marseillaise	codec
1	1	Lab	slot
1	1	Lago Cocibolca and	slot
1	1	Lago Nahuel Huapi in Argentina	codec
1	1	Laika the	codec
1	1	Latin American	codec
1	2	Leaf	slot
1	2	Level of Camaraderie	slot
1	1	Lie Down	slot
1	1	Life Remaining	slot
1	1	Lim	codec
1	1	Location of	slot
1	1	Log_KeyHelpText	olang
1	1	Long Barrel	slot
1	1	Long-range Attacks	slot
1	1	Long-tailed Manakin	codec
1	1	Look Down Down	slot
1	1	Look Down Right	olang
1	1	Look Up Down	slot
1	1	Look Up Right	olang
1	2	Losing	slot
1	1	Lower Weapon Button	olang
1	1	Lt	slot
1	1	Lubyanka	codec
1	5	M	slot
1	2	M134	slot
1	2	M134 Gatling Gun	slot
1	1	M16A1 for	slot
1	2	M19	slot
1	2	M1911A1 Custom	slot
1	2	M1928A1	slot
1	2	M202A1	slot
1	6	M37	slot
1	2	M63A1	slot
1	1	MAGNUM	slot
1	2	MAIN PARTS	slot
1	2	MAP	slot
1	2	MARKSMANSHIP CHALLENGE	slot
1	1	MASTER COLLECTION Version	olang
1	2	MAX	slot
1	2	MECH	slot
1	1	MECHANICAL DESIGN	slot
1	3	MI-24A	slot
1	1	MILL	slot
1	2	MILLER	slot
1	2	MISSION DETAILS	slot
1	1	MIT	codec
1	1	MLF	slot
1	1	MON	slot
1	1	MO_DEV_MECHA_	olang
1	1	MSF Soldiers Only	slot
1	1	MSF and ZEKE	slot
1	1	MSF's Mother Base	slot
1	1	MSF-Specs	slot
1	1	MULTIPLE SELECTION	slot
1	1	MY	slot
1	2	Machine Guns	slot
1	1	Maderas	codec
1	1	Madre de	slot
1	3	Magazine	slot
1	1	Male POW	slot
1	3	Mammal	slot
1	1	Mammal AI the	codec
1	2	Mammal's	slot
1	1	Manned	slot
1	1	Mar Caribe	codec
1	1	Marines'	codec
1	1	Mayan Ruin	slot
1	1	Mayan Ruins	slot
1	2	Mechanic	slot
1	1	Medical Team for	codec
1	1	Medici of Florence	codec
1	2	Menu	olang
1	1	Mercury	codec
1	1	Metal Gear ZEKE Song	slot
1	1	Metal Gear ZEKE Voice	slot
1	1	Mexican	slot
1	1	Michel Legrand's	codec
1	1	Militaires San Fronti	slot
1	2	Militaires Sans Fronti	slot
1	1	Mill	slot
1	1	Ministry of Foreign Affairs	codec
1	1	Missile Crisis	codec
1	1	Missile Intercept Mission	slot
1	1	Mission Selection Menu	slot
1	2	Mock Battle	slot
1	3	Mom	slot
1	3	Mono Grande	codec
1	1	Morir	codec
1	3	Morpho	slot
1	2	Morphos	slot
1	1	Moscow and Washington	codec
1	1	Moscow in	codec
1	2	Mosin-Nagant	slot
1	1	Mother Base Menu	codec
1	1	Mother Base R	slot
1	1	Mother of Special Forces and	slot
1	1	Motive	slot
1	3	Mouse	olang
1	11	Move	olang
1	1	Multi Purpose	slot
1	1	Multi-Purpose	slot
1	1	Munich Olympics	codec
1	1	N425D Gray	slot
1	1	N425D Navy Blue	slot
1	1	N425E Black	slot
1	1	N425E White	slot
1	1	N425G Gray	slot
1	1	N425G White	slot
1	1	N425H Red	slot
1	1	N425H White	slot
1	1	NANA MIZUKI	slot
1	3	NAVY BLUE	slot
1	1	NEO-MOSS	slot
1	2	NETWORK	slot
1	2	NEWS	slot
1	1	NICARAGUA	slot
1	1	NO ITEM SELECTED	slot
1	1	NO MUSIC SELECTED	slot
1	1	NO RECIPIENT SELECTED	slot
1	1	NPR	codec
1	1	NPT	slot
1	1	Nahuelito and Ogopogo	codec
1	1	Nahuelito in Argentina	codec
1	2	Naked Snake	slot
1	1	National Guard	codec
1	1	National Police Reserve	codec
1	1	National Reconnaissance Office	slot
1	1	National Security Agency	slot
1	1	Nazi Germany	slot
1	1	Neruda	slot
1	1	Neutralize Peace Walker Custom	slot
1	1	Neutralize Peace Walker Type II	slot
1	1	Neutralize the Chrysalis Custom	slot
1	1	Neutralize the Chrysalis Type II	slot
1	1	Neutralize the Cocoon Custom	slot
1	1	Neutralize the Cocoon Type II	slot
1	1	Neutralize the Pupa Custom	slot
1	1	Neutralize the Pupa Type II	slot
1	1	New Mexico	codec
1	3	Next Track	olang
1	1	Nicaragua Canal	codec
1	1	Nicaragua and Costa Rica	codec
1	1	Nicaragua's General Sandino	codec
1	1	Nicaraguan Border	slot
1	1	Night Vision	slot
1	2	Night Vision Goggles	slot
1	1	No Alerts	slot
1	1	No Kills	slot
1	1	No Recovery Items Used	slot
1	1	Nobel Prize	codec
1	1	Noel	slot
1	2	None	slot
1	1	Normandy	codec
1	1	North America	codec
1	1	North Pole	slot
1	1	North of the	slot
1	2	Note	olang
1	1	Novaya Zemlya	codec
1	8	November	codec
1	1	Nuclear Non-Proliferation Treaty	slot
1	1	Nuclear War	slot
1	3	Nuke	codec
1	1	OF TARGETS	slot
1	2	OFFLINE	slot
1	1	OKB-1	codec
1	2	ONLINE	slot
1	2	OPANAL	codec
1	1	OPTION_MUTE	olang
1	1	OUT BOX and	slot
1	1	OUTER OPS and	slot
1	1	Obstacle Demolition	slot
1	1	Officer Candidate	slot
1	1	Offutt Air Force Base	codec
1	1	Ogopogo in Canada	codec
1	1	Ometepe	codec
1	1	One Shot	slot
1	1	One in the	codec
1	2	Operation Snake Eater	codec
1	1	Options	slot
1	1	Orient	slot
1	2	Outbox	slot
1	1	PADCAN	olang
1	1	PADDEC	olang
1	1	PADSTA	olang
1	1	PARAMETERS	slot
1	1	PASSCODE	slot
1	1	PAZ	slot
1	3	PB	slot
1	2	PKM	slot
1	1	PLACE PC ENEMY FULTON	slot
1	1	PLACE PC FULTONS	slot
1	1	PLACE PC KILLS	slot
1	1	PLANNING	slot
1	2	PLAYER DATA	slot
1	1	PM's	slot
1	2	POOYAN MISSION	slot
1	4	POW	slot
1	1	POW Defense	slot
1	1	POWs	codec
1	1	PSYCHE and	slot
1	2	PTRD1941	slot
1	1	PTRD1941 and PTRS1941	slot
1	2	PTRS1941	slot
1	1	Panama Canal's	codec
1	1	Panama in the	codec
1	1	Pangaea	codec
1	1	Paradise in Greek	codec
1	1	Partner's List	slot
1	2	Patrolman	slot
1	1	Paul MacLean	codec
1	1	Paz and G	codec
1	1	Paz and the	slot
1	1	Paz's Request	slot
1	14	Peace	slot
1	1	Peace Day	codec
1	1	Peace Memorial Museum and the Atomic Bomb Survivors Hospital	codec
1	2	Peace Walker Custom	slot
1	1	Peace Walker Mobilized	slot
1	2	Peace Walker Type II	slot
1	3	Peace Walker's AI	codec
1	1	Peace Walker's Hangar	slot
1	1	Peace Walkers	codec
1	1	Peach Melbas	codec
1	1	Philosophers	codec
1	2	Pillbox Purgatory	slot
1	1	Point Bravo	slot
1	1	Pokke Farm	slot
1	4	Pooyan	codec
1	2	Position Camera Left	olang
1	1	Possession Time	slot
1	1	Precise Shot	slot
1	1	President Johnson	slot
1	1	President Oduber	codec
1	2	President's	slot
1	51	Press	olang
1	12	Press the Attack Button	slot
1	2	Prisoners	slot
1	2	Prohibited	slot
1	1	Puerto Limon	slot
1	1	Puerto del Alba and	slot
1	2	Pupa Custom	slot
1	2	Pupa Type II	slot
1	1	Pursue Peace Walker	slot
1	1	QUIT WITHOUT SAVING	slot
1	2	Quiet	slot
1	1	RAVINE	slot
1	1	RB	olang
1	1	RBR	slot
1	1	REAL	slot
1	1	REALLY	slot
1	1	REF	slot
1	1	REFRESH LIST	slot
1	1	RG	slot
1	1	RIDGE	slot
1	1	RK and	slot
1	1	RK's	slot
1	4	ROUND	slot
1	1	RPG-2	slot
1	1	RPG-7	slot
1	1	RPG7 in	slot
1	1	RPGs	slot
1	1	RT	olang
1	1	Rank S in	slot
1	1	Rare-meat Ration	slot
1	2	Receive	slot
1	1	Recollection	slot
1	1	Recover the	slot
1	2	Recovery	slot
1	2	Red Team	slot
1	7	Reload	olang
1	2	Reptile	slot
1	2	Rescue Box	slot
1	1	Rescue the	slot
1	1	Retaliation	slot
1	1	Retrieve the	slot
1	1	Reunited	slot
1	5	Revolution	codec
1	1	Rifle	slot
1	1	Robin Atkin Downes	slot
1	1	Rokovoj Bereg	slot
1	1	Rolling and Snake Sync	slot
1	3	Romanian	slot
1	2	Rooftop	slot
1	1	Roswell	codec
1	1	Rotation Speed	slot
1	1	Ruinas de Xochiquetzal in Central Heredia	slot
1	1	Ruinas de Xochiquetzal in the Cloud Forest in Central Heredia	slot
1	1	Russia	codec
1	2	Russian Commando	slot
1	1	Russian GRU	codec
1	2	Russian Soldier	slot
1	1	Russians	codec
1	1	Ryle in	codec
1	1	S-mines	codec
1	1	SALT II	slot
1	2	SALVAGE	slot
1	1	SAS	slot
1	1	SAT	slot
1	1	SAW_L	olang
1	1	SAW_R	olang
1	1	SB	slot
1	1	SDF	codec
1	1	SEALs	codec
1	6	SELECT	slot
1	2	SELECT BUTTON	slot
1	1	SHOWDOWN AT CRATER BASE	slot
1	1	SICKNESSES	slot
1	1	SIGINT	codec
1	2	SINGLE	slot
1	2	SKILLS	slot
1	1	SM	slot
1	2	SNEAKING SUIT	slot
1	1	SOG	codec
1	1	SOL	codec
1	1	SORTING SHED	slot
1	1	SOUND ONLY	slot
1	1	SP	slot
1	2	SPAS-12	slot
1	1	SPLIT	slot
1	1	SQRS	slot
1	1	SSBN	codec
1	2	ST	slot
1	2	STENCH	slot
1	1	SUN	slot
1	2	SWAMP	slot
1	1	SWIM TRUNKS	slot
1	1	San Hieronymo	slot
1	1	Sandinistas'	codec
1	2	Sandino	codec
1	5	Sandino's	slot
1	1	Sanskrit	codec
1	1	Santa	slot
1	1	Score Attack	slot
1	2	Scout	slot
1	1	Secretary General	slot
1	1	Secretary of Defense	slot
1	1	Sensitivity	slot
1	1	Sent	slot
1	3	Setting Select	olang
1	1	Shagohod in	codec
1	1	Short Barrel	slot
1	1	Shortens	slot
1	3	Shotguns	slot
1	1	Showdown	slot
1	1	Sickness	slot
1	2	Silo Entrance	slot
1	1	Sky King	slot
1	2	Sleep	slot
1	2	Sleep Gas Grenade	slot
1	1	Sleep Gas Mine	slot
1	1	Slot	slot
1	1	Slot Cycle	slot
1	1	Slot Swap	slot
1	5	Small	slot
1	2	Smoke Box	slot
1	8	Smoke Grenade	slot
1	1	Smoke Shell	slot
1	1	Snake Gear Retrieval	slot
1	1	Snake In and	codec
1	1	Snake Out	slot
1	1	Snake Syncing	slot
1	1	Snakey	codec
1	2	Sniper Rifles	slot
1	1	Sokolov's	slot
1	3	Soldiers	slot
1	4	Soldiers Without Borders	slot
1	2	Soliton Radar	slot
1	1	Something Kaz	slot
1	1	Something Paz	slot
1	1	Somoza for	slot
1	1	South America	slot
1	1	Soviet ICBMs	slot
1	2	Soviet Patrol Base	slot
1	1	Soviet RDS-220	codec
1	1	Soviet RDS-220's	slot
1	1	Soviet Union and	slot
1	1	Soviet Union of	slot
1	1	Soviets and	codec
1	1	Space Federation	codec
1	1	Speaker	slot
1	21	Special	slot
1	1	Speed of	slot
1	2	Splitter	slot
1	2	Squares	slot
1	1	Staff Assignment	slot
1	3	Stand	slot
1	1	Stealth Camo	slot
1	2	Stealth Camouflage	slot
1	2	Stealth Gun	slot
1	2	Stealth Mat	slot
1	1	Stealth Mat and Stealth Camo	slot
1	1	Stone Spheres of Costa Rica	codec
1	1	Strategic Arms Limitation Talks	slot
1	1	Strategic Arms Limitation Treaty	codec
1	2	Stun Box	slot
1	1	Stun Cannon	slot
1	2	Stun Grenade	slot
1	2	Submachine Guns	slot
1	1	Subtitles	olang
1	2	Support Rank	slot
1	2	Suppressor	slot
1	2	Surround Indicator	slot
1	7	System Voice	slot
1	1	T-72	slot
1	2	T-SHIRT	slot
1	4	T-shirt	olang
1	1	T-shirts in	slot
1	1	TAB_LEFT	olang
1	1	TAB_RIGHT	olang
1	1	TEAM KILL KICK	slot
1	1	THAT	slot
1	1	THU	slot
1	1	TIGER	slot
1	1	TNT and	slot
1	1	TOGGLE_ZAPPIN	olang
1	1	TONS	slot
1	1	TOP OF CLIFF	slot
1	1	TRAINING MODE	slot
1	2	TRD	slot
1	1	TTBT	slot
1	1	TUE	slot
1	2	TUTORIAL	slot
1	2	TUXEDO	slot
1	3	Tag	slot
1	1	Tanegashima	slot
1	1	Tara Strong	slot
1	1	Tarte Tatins	codec
1	15	Tell	slot
1	2	Terms of Use	slot
1	1	The Abducted Child	slot
1	1	The Cloud Forest	slot
1	1	The Destination of the Nuclear Warheads	slot
1	1	The Final Testing Ground	slot
1	3	The Ghost in the Machine	codec
1	1	The Lost One	slot
1	1	The Man in the Crater Base	slot
1	1	The Multipurpose Attack Chopper Mi-24A Closes In	slot
1	3	The Soviet Union	slot
1	1	The Supply Facility	slot
1	1	The Train Terminal	slot
1	73	There	slot
1	1	Three Principles	codec
1	3	Three-wattled Bellbird	codec
1	1	Threshold Test Ban Treaty	slot
1	1	Throws	slot
1	2	Tiger Stripe	slot
1	1	Tigrex's	slot
1	1	Time Attack	slot
1	1	Tlatelolco Treaty	codec
1	97	To	slot
1	1	To the Hideout	slot
1	1	Tokyo	codec
1	1	Top of Cliff	slot
1	2	Tortilla Chips	slot
1	1	Torture	slot
1	1	Tracking	slot
1	2	Treaty of Tlatelolco	codec
1	1	Trenya's	codec
1	1	Trenyas	slot
1	2	Tsentr	slot
1	1	Turing Test	codec
1	1	UCLA	codec
1	2	UCLAs	slot
1	1	UD	olang
1	1	UFOs in	codec
1	1	UMA	codec
1	1	UNIFORM SELECT	slot
1	2	UNQ	slot
1	1	USEFUL	codec
1	1	USSR	codec
1	35	UT	slot
1	1	Uggh	slot
1	2	Ulysses	slot
1	1	Uncle Sam	slot
1	2	Underground Passage B	slot
1	1	Unequip	slot
1	2	Unilaterally Controlled Latino Assets	slot
1	1	Uniqlo	slot
1	2	Using	slot
1	2	Uz61	slot
1	1	VIEWER01_ASSIGN01	olang
1	1	VIEWER01_ASSIGN02	olang
1	1	VIEWER02_ASSIGN01	olang
1	1	VIEWER02_ASSIGN02	olang
1	1	VIEWER04_ASSIGN01	olang
1	1	VIEWER04_ASSIGN02	olang
1	1	VIEWER05_ASSIGN01	olang
1	1	VIEWER05_ASSIGN02	olang
1	1	VIEWER06_ASSIGN01	olang
1	1	VIEWER06_ASSIGN02	olang
1	1	VSOPS_START	olang
1	1	Vanessa Marshall	slot
1	1	Venezuela	codec
1	1	Vice President	slot
1	1	Vietnam and	slot
1	14	View	slot
1	2	WA2000	slot
1	2	WALK	olang
1	11	WALKMAN	slot
1	3	WALKMAN Song	slot
1	1	WALKMAN in	slot
1	1	WEAPONS NEEDED	slot
1	1	WED	slot
1	1	Warsaw Pact	slot
1	1	Washington Convention	codec
1	1	Washington's	slot
1	47	We're	codec
1	2	Well-done Ration	slot
1	1	West Indies	slot
1	1	When in CO-OPS	slot
1	1	White House	slot
1	1	White-bearded Manakin	codec
1	1	World War	slot
1	1	Wounded	slot
1	1	Wounds	slot
1	1	X-ray	slot
1	1	XMB	slot
1	1	Xbox LIVE and	olang
1	2	Xochiquetzal	codec
1	3	YES	slot
1	91	Yeah	codec
1	1	Yeti	codec
1	549	You	slot
1	1	YouTube	olang
1	1	Your List	slot
1	1	Yuri Gagarin	codec
1	1	ZAP	slot
1	1	ZEKE for	codec
1	1	ZEKE in	codec
1	1	ZEKE's	codec
1	2	ZEKE's AI	codec
1	1	ZOOMIN	codec
1	1	ZOOMOUT	codec
1	2	ZZZ	slot
1	1	Zulu	slot
